Empresa	Mercado	Mes	Año	Per	GM	TM	PR	D	CV	RM	CUV	OP	E1	E2	E3	E4	E56	Día
ESSA S.A. E.S.P.	SANTANDER	Nov-23	2023	11	373,410	46,250	78,910	298,080	83,360	2,580	882,600	941,360	376,540	470,680	800,160	941,360	1129,632	25
ESSA S.A. E.S.P.	SANTANDER	Dic-23	2023	12	370,240	51,240	79,790	299,400	123,800	21,310	945,770		378,310	472,890	803,910	945,770	1134,930	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Ene-23	2023	1	286,970	51,970	49,700	289,270	57,100	19,260	754,280	790,280				790,280	948,336	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Feb-23	2023	2	367,560	48,710	61,490	294,990	56,910	18,130	847,800	802,620				802,620	963,144	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Mar-23	2023	3	375,510	52,370	62,700	315,340	60,600	15,910	882,420	819,290				819,290	983,149	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Abr-23	2023	4	372,750	53,520	62,370	315,260	64,440	30,980	899,320	835,350				835,350	1002,420	25
RUITOQUE S.A. E.S.P.	RUITOQUE	May-23	2023	5	268,540	48,530	46,190	300,590	64,380	33,610	761,830	844,390				844,390	1013,270	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Jun-23	2023	6	371,500	50,703	60,477	290,150	60,818	13,087	846,735	850,611				850,611	1020,733	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Jul-23	2023	7	430,179	40,870	69,130	300,038	61,147	24,770	926,134	855,713				855,713	1026,856	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Ago-23	2023	8	413,700	46,960	67,750	299,020	71,380	10,930	909,750	862,570				862,570	1035,080	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Sep-23	2023	9	353,387	47,020	67,754	289,611	68,889	15,561	842,222	871,826				871,826	1046,191	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Oct-23	2023	10	401,230	48,600	65,140	286,790	71,410	0,330	873,500	889,260				889,260	1067,112	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Nov-23	2023	11	370,710	46,250	59,640	298,080	73,930	2,200	850,810	942,620				942,620	1131,144	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Dic-23	2023	12	363,470	51,240	60,700	299,400	73,370	17,130	865,310	948,270				948,270	1137,924	25
CEDENAR S.A. E.S.P.	NARIÑO	Ene-24	2024	1	369,030	54,320	70,060	261,910	202,900	13,050	971,270		388,510	485,640	825,580	971,270	1165,530	25
CEDENAR S.A. E.S.P.	NARIÑO	Feb-24	2024	2	374,510	49,200	70,300	279,570	214,310	10,510	998,390		399,360	499,200	848,630	998,390	1198,070	25
CEDENAR S.A. E.S.P.	NARIÑO	Mar-24	2024	3	377,760	57,430	71,400	282,040	214,070	5,750	1008,460		403,700	504,620	857,190	1008,460	1210,150	25
CELSIA COLOMBIA S.A. E.S.P. VALLE	CELSIA VALLE DEL CAUCA	Ene-24	2024	1	332,360	54,320	64,090	261,910	181,340	10,170	904,190		371,010	463,770	768,560	904,190	1085,030	25
CELSIA COLOMBIA S.A. E.S.P. VALLE	CELSIA VALLE DEL CAUCA	Feb-24	2024	2	350,060	49,200	66,280	279,570	171,470	10,450	927,030		374,410	468,010	787,980	927,030	1112,440	25
CELSIA COLOMBIA S.A. E.S.P. VALLE	CELSIA VALLE DEL CAUCA	Mar-24	2024	3	343,550	57,430	65,870	282,040	171,190	6,700	926,780		378,470	473,090	787,760	926,780	1112,140	25
CELSIA COLOMBIA S.A. E.S.P. TOLIMA	TOLIMA	Ene-24	2024	1	336,040	54,320	93,650	256,980	190,000	10,170	941,160		388,790	485,990	799,990	941,160	1129,390	25
CELSIA COLOMBIA S.A. E.S.P. TOLIMA	TOLIMA	Feb-24	2024	2	350,360	49,200	95,800	253,040	190,000	10,450	948,850		392,340	490,430	806,520	948,850	1138,620	25
CELSIA COLOMBIA S.A. E.S.P. TOLIMA	TOLIMA	Mar-24	2024	3	343,890	57,430	95,390	268,050	186,840	6,700	958,300		396,610	495,760	814,550	958,300	1149,960	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Ene-24	2024	1	372,010	54,320	83,710	280,990	129,200	13,710	933,940		383,570	479,460	793,850	933,940	1120,730	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Feb-24	2024	2	371,830	49,200	83,450	279,110	130,630	9,280	923,500		387,080	483,850	784,970	923,500	1108,200	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Mar-24	2024	3	375,070	57,430	84,770	293,480	134,990	7,010	952,750		391,290	489,110	809,840	952,750	1143,300	25
CEO S.A.S. E.S.P.	CAUCA	Ene-24	2024	1	373,860	54,320	85,410	261,910	188,360	12,010	975,870		411,910	514,880	829,490	975,870	1171,040	25
CEO S.A.S. E.S.P.	CAUCA	Feb-24	2024	2	380,250	49,200	85,820	279,570	188,130	9,080	992,040		415,680	519,600	843,230	992,040	1190,440	25
CEO S.A.S. E.S.P.	CAUCA	Mar-24	2024	3	381,430	57,430	86,840	282,040	189,050	5,860	1002,660		420,190	525,240	852,260	1002,660	1203,200	25
CETSA S.A. E.S.P.	TULUA	Ene-24	2024	1	340,840	54,320	61,390	261,910	165,010	9,930	893,400		357,360	446,700	759,390	893,400	1072,080	25
CETSA S.A. E.S.P.	TULUA	Feb-24	2024	2	328,400	49,200	58,990	279,570	159,630	9,480	885,270		360,630	450,790	752,480	885,270	1062,320	25
CETSA S.A. E.S.P.	TULUA	Mar-24	2024	3	333,630	57,430	60,310	282,040	157,750	6,660	897,820		364,550	455,680	763,150	897,820	1077,380	25
CHEC S.A. E.S.P.	CALDAS	Ene-24	2024	1	366,560	54,320	68,320	280,990	177,790	10,480	958,460		394,400	493,000	814,690	958,460	1150,150	25
CHEC S.A. E.S.P.	CALDAS	Feb-24	2024	2	369,130	49,200	68,110	279,110	183,450	10,430	959,430		398,010	497,510	815,510	959,430	1151,310	25
CHEC S.A. E.S.P.	CALDAS	Mar-24	2024	3	340,280	57,430	64,390	293,480	178,060	6,760	940,420		402,330	502,920	799,350	940,420	1128,500	25
ENEL COLOMBIA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Ene-24	2024	1	371,220	54,320	71,340	256,980	107,200	9,760	870,820		351,740	439,680	740,200	870,820	1044,980	25
ENEL COLOMBIA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Feb-24	2024	2	372,720	49,200	70,960	253,040	106,740	9,720	862,370		354,960	443,700	733,020	862,370	1034,850	25
ENEL COLOMBIA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Mar-24	2024	3	375,510	57,430	72,020	268,050	102,180	7,100	882,300		358,820	448,520	749,950	882,300	1058,760	25
DISPAC S.A. E.S.P.	CHOCO	Ene-24	2024	1	367,420	54,320	66,750	186,990	174,160	13,570	863,210	965,300	386,120	482,650	820,510	965,300	1158,360	25
DISPAC S.A. E.S.P.	CHOCO	Feb-24	2024	2	379,300	49,200	67,790	186,810	174,110	11,610	868,820	906,290	389,650	487,070	770,350	906,290	1087,550	25
DISPAC S.A. E.S.P.	CHOCO	Mar-24	2024	3	382,370	57,430	68,600	188,270	175,260	6,390	878,320		393,890	492,360	746,570	878,320	1053,980	25
EBSA S.A. E.S.P.	BOYACA	Ene-24	2024	1	372,400	54,320	80,620	256,980	138,850	14,420	917,590		367,040	458,800	779,950	917,590	1101,110	25
EBSA S.A. E.S.P.	BOYACA	Feb-24	2024	2	375,000	49,200	80,360	253,040	147,480	7,320	912,380		364,950	456,190	775,530	912,380	1094,860	25
