Empresa	Mercado	Mes	Año	Per	GM	TM	PR	D	CV	RM	CUV	OP	E1	E2	E3	E4	E56	Día
ENERGUVIARE E.S.P.	GUAVIARE	Dic-21	2021	12	251,790	38,050	25,140	192,440	116,060	42,690	666,170	644,220	257,690	322,110	547,590	644,220	773,060	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	Ene-21	2021	1	212,920	36,100	47,650	206,300	49,440	22,390	574,800	573,050	229,220	286,520	487,090	573,050	687,660	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	Feb-21	2021	2	219,070	43,960	46,620	218,230	49,580	20,770	598,230	576,490	230,590	288,240	490,010	576,490	691,780	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	Mar-21	2021	3	231,710	41,180	47,830	220,970	50,360	12,540	604,580	579,940	231,980	289,970	492,950	579,940	695,930	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	Abr-21	2021	4	224,230	36,080	46,980	216,480	51,750	21,660	597,180	583,420	233,370	291,710	495,910	583,420	700,110	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	May-21	2021	5	226,630	36,320	47,480	223,250	50,320	19,420	603,420	586,920	234,770	293,460	498,890	586,920	704,310	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	Jun-21	2021	6	228,620	47,930	49,910	236,600	51,200	11,500	625,760	590,450	236,180	295,220	501,880	590,450	708,530	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	Jul-21	2021	7	221,740	41,570	47,800	231,740	52,720	28,400	623,970	593,990	237,600	296,990	504,890	593,990	712,790	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	Ago-21	2021	8	223,150	40,280	47,190	224,310	53,870	34,390	623,200	597,550	239,020	298,780	507,920	597,550	717,060	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	Sep-21	2021	9	223,030	36,970	46,690	226,430	53,350	34,810	621,280	602,330	240,930	301,170	511,980	602,330	722,800	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	Oct-21	2021	10	222,340	38,070	47,050	235,510	52,210	34,020	629,200	607,150	242,860	303,580	516,080	607,150	728,580	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	Nov-21	2021	11	225,590	37,310	47,200	241,230	52,430	39,680	643,430	612,010	244,800	306,000	520,210	612,010	734,410	25
EPM E.S.P.	ANTIOQUIA CREG 078/07	Dic-21	2021	12	234,670	38,050	48,720	231,820	52,930	38,230	644,430	616,900	246,760	308,450	524,370	616,900	740,290	25
ESSA S.A. E.S.P.	SANTANDER	Ene-21	2021	1	211,380	36,099	49,624	206,300	59,769	24,036	587,207	589,825	235,930	294,912	501,351	589,825	707,790	25
ESSA S.A. E.S.P.	SANTANDER	Feb-21	2021	2	216,424	43,963	49,263	218,233	58,839	22,954	609,676	593,364	237,346	296,682	504,359	593,364	712,037	25
ESSA S.A. E.S.P.	SANTANDER	Mar-21	2021	3	234,586	41,180	51,987	220,968	59,360	14,203	622,285	596,924	238,770	298,462	507,385	596,924	716,309	25
ESSA S.A. E.S.P.	SANTANDER	Abr-21	2021	4	221,009	36,083	49,718	216,478	61,521	22,168	606,975	600,506	240,202	300,253	510,430	600,506	720,607	25
ESSA S.A. E.S.P.	SANTANDER	May-21	2021	5	224,569	36,318	50,658	223,250	59,281	21,192	615,269	604,109	241,643	302,054	513,492	604,109	724,930	25
ESSA S.A. E.S.P.	SANTANDER	Jun-21	2021	6	216,817	47,929	51,209	236,597	60,330	13,003	625,885	607,733	243,093	303,867	516,573	607,733	729,280	25
ESSA S.A. E.S.P.	SANTANDER	Jul-21	2021	7	217,805	41,571	50,271	231,727	61,026	27,394	629,803	611,380	244,552	305,690	519,673	611,380	733,656	25
ESSA S.A. E.S.P.	SANTANDER	Ago-21	2021	8	217,744	40,279	49,305	224,310	61,631	35,272	628,541	615,048	246,019	307,524	522,791	615,048	738,057	25
ESSA S.A. E.S.P.	SANTANDER	Sep-21	2021	9	217,500	36,966	48,639	226,431	62,407	37,019	628,962	618,738	247,495	309,369	525,927	618,738	742,486	25
ESSA S.A. E.S.P.	SANTANDER	Oct-21	2021	10	218,716	38,069	49,285	235,514	61,601	36,421	639,606	622,451	248,980	311,225	529,083	622,451	746,941	25
ESSA S.A. E.S.P.	SANTANDER	Nov-21	2021	11	224,060	37,307	49,800	241,232	62,408	42,591	657,398	626,185	250,474	313,093	532,258	626,185	751,422	25
ESSA S.A. E.S.P.	SANTANDER	Dic-21	2021	12	233,125	38,053	51,412	231,815	62,640	41,785	658,830	629,942	251,977	314,971	535,451	629,942	755,931	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Ene-21	2021	1	205,210	36,100	34,370	206,300	37,950	20,360	540,300	565,520				565,520	678,620	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Feb-21	2021	2	207,360	43,960	35,400	218,230	40,960	19,660	565,580	566,570				566,570	679,880	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Mar-21	2021	3	259,670	41,180	42,330	220,970	41,590	12,230	617,960	580,830				580,830	697,000	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Abr-21	2021	4	201,780	36,080	34,270	216,090	44,740	18,680	551,630	591,960				591,960	710,352	25
RUITOQUE S.A. E.S.P.	RUITOQUE	May-21	2021	5	201,100	36,320	34,160	223,250	43,150	18,600	556,580	556,580				556,580	667,896	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Jun-21	2021	6	163,560	47,930	30,380	236,600	44,260	11,170	533,900					533,900	640,680	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Jul-21	2021	7	158,940	41,571	28,810	231,740	43,390	25,050	529,600					529,600	635,520	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Ago-21	2021	8	159,820	40,280	28,300	224,310	43,430	30,150	526,300					526,300	631,560	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Sep-21	2021	9	158,640	36,966	27,689	226,421	43,762	32,263	525,752					525,752	630,903	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Oct-21	2021	10	166,186	38,069	29,151	235,514	43,070	32,373	544,363					544,363	653,235	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Nov-21	2021	11	194,836	37,307	32,980	241,232	42,898	37,050	586,301					586,301	703,562	25
RUITOQUE S.A. E.S.P.	RUITOQUE	Dic-21	2021	12	227,189	38,053	37,663	231,815	44,370	37,160	616,249					616,249	739,499	25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	Ene-21	2021	1														25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	Feb-21	2021	2														25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	Mar-21	2021	3														25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	Abr-21	2021	4														25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	May-21	2021	5														25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	Jun-21	2021	6														25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	Jul-21	2021	7														25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	Ago-21	2021	8														25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	Sep-21	2021	9														25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	Oct-21	2021	10														25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	Nov-21	2021	11														25
ELECTRICARIBE S.A. E.S.P.	COSTA CARIBE	Dic-21	2021	12														25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Ene-22	2022	1	267,710	43,680	67,870	238,600	65,810	20,100	703,770	642,130	256,850	321,070	545,810	642,130	770,560	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Feb-22	2022	2	257,730	45,130	66,490	256,350	67,410	24,040	717,140	645,990	258,390	322,990	549,090	645,990	775,180	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Mar-22	2022	3	288,230	43,110	72,700	267,770	70,960	19,120	761,890	645,990	259,940	324,930	552,380	649,860	779,830	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Abr-22	2022	4	261,630	40,330	64,950	267,270	74,570	36,600	745,340	649,860	263,060	328,830	559,010	657,660	789,190	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	May-22	2022	5	248,660	40,980	63,330	301,040	74,700	40,470	769,170	690,540	276,220	345,270	586,960	690,540	828,650	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Jun-22	2022	6	235,540	49,520	61,970	320,410	71,330	58,030	796,790	715,400	286,160	357,700	608,090	715,400	858,480	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	jul-22	2022	7	241,900	41,900	62,410	328,930	72,400	52,000	799,550	736,870	294,750	368,430	626,340	736,870	884,240	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Ago-22	2022	8	251,130	52,120	66,750	335,400	72,900	71,980	850,290	781,080	312,430	390,540	663,920	781,080	937,290	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Sep-22	2022	9	256,690	50,850	68,350	314,860	75,720	43,350	809,820	785,760	315,620	394,520	667,900	785,760	942,920	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Oct-22	2022	10	280,530	46,170	72,410	303,000	69,870	28,570	800,550	776,810	312,020	390,020	660,290	776,810	932,170	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Nov-22	2022	11	271,980	47,100	70,500	305,310	71,190	26,570	792,640	768,900	308,840	386,050	653,560	768,900	922,680	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Dic-22	2022	12														25
CEO S.A.S. E.S.P.	CAUCA	Ene-22	2022	1	264,400	43,680	65,110	230,510	142,510	19,060	765,300		306,120	382,650	650,510	765,300	918,360	25
CEO S.A.S. E.S.P.	CAUCA	Feb-22	2022	2	269,390	45,130	66,830	252,310	143,670	23,870	801,200		320,480	400,600	681,020	801,200	961,440	25
CEO S.A.S. E.S.P.	CAUCA	Mar-22	2022	3	290,980	43,110	71,120	260,180	155,200	18,710	839,300		335,720	419,650	713,400	839,300	1007,160	25
CEO S.A.S. E.S.P.	CAUCA	Abr-22	2022	4	278,130	40,330	54,770	258,500	159,190	41,510	832,430		332,970	416,210	707,560	832,430	998,910	25
CEO S.A.S. E.S.P.	CAUCA	May-22	2022	5	262,040	40,980	53,330	262,270	178,550	36,410	833,580		333,430	416,790	708,550	833,580	1000,300	25
CEO S.A.S. E.S.P.	CAUCA	Jun-22	2022	6	262,660	49,520	54,370	276,020	149,090	55,820	847,480		338,990	423,740	720,360	847,480	1016,970	25
CEO S.A.S. E.S.P.	CAUCA	Jul-22	2022	7	270,150	41,910	55,130	282,520	158,850	54,630	863,190		345,270	431,590	733,710	863,190	1035,820	25
CEO S.A.S. E.S.P.	CAUCA	ago-22	2022	8	273,170	52,120	57,410	280,750	166,000	67,990	897,440		358,980	448,720	762,820	897,440	1076,930	25
CEO S.A.S. E.S.P.	CAUCA	Sep-22**	2022	9	277,920	50,840	58,770	270,770	166,730	45,050	870,110		362,640	453,300	739,590	870,110	1044,130	25
CEO S.A.S. E.S.P.	CAUCA	Oct-22**	2022	10	296,550	46,170	60,980	263,030	166,660	27,690	861,080		358,880	448,600	731,920	861,080	1033,300	25
CEO S.A.S. E.S.P.	CAUCA	Nov-22	2022	11	299,930	47,100	61,180	270,170	162,840	26,920	868,140		361,460	451,820	737,920	868,140	1041,770	25
CEO S.A.S. E.S.P.	CAUCA	Dic-22	2022	12	280,580	50,310	58,760	271,490	164,250	33,950	859,340		364,240	455,300	730,440	859,340	1031,210	25
CETSA S.A. E.S.P.	TULUA	Ene-22	2022	1	288,270	43,680	51,290	230,510	63,200	20,090	697,040	672,780	259,370	324,220	551,170	648,430	778,120	25
CETSA S.A. E.S.P.	TULUA	Feb-22	2022	2	281,160	45,130	50,700	252,310	64,940	21,260	715,500	676,820	270,730	338,410	575,300	676,820	812,180	25
CETSA S.A. E.S.P.	TULUA	Mar-22	2022	3	288,180	43,110	51,700	260,180	67,040	19,050	729,260	689,680	275,870	344,840	586,230	689,680	827,620	25
CETSA S.A. E.S.P.	TULUA	Abr-22	2022	4	294,950	40,330	52,700	258,870	71,280	31,510	749,640	714,510	285,800	357,260	607,330	714,510	857,410	25
CETSA S.A. E.S.P.	TULUA	May-22	2022	5	299,330	40,980	54,330	262,270	69,780	37,930	764,620	723,080	289,230	361,550	614,620	723,080	867,700	25
CETSA S.A. E.S.P.	TULUA	Jun-22	2022	6	307,370	49,520	56,330	276,020	69,730	51,810	810,780	728,860	291,540	364,440	619,530	728,860	874,630	25
CETSA S.A. E.S.P.	TULUA	Jul-22	2022	7	308,040	41,910	55,960	282,520	73,320	48,550	810,300	743,440	297,380	371,720	631,920	743,440	892,130	25
CETSA S.A. E.S.P.	TULUA	Ago-22	2022	8	316,000	52,120	59,090	280,750	73,880	63,520	845,360	769,460	307,780	384,730	654,040	769,460	923,350	25
CETSA S.A. E.S.P.	TULUA	Sep-22**	2022	9	315,660	50,850	59,480	270,780	74,560	41,740	813,070	777,310	310,930	388,660	660,710	777,310	932,770	25
CETSA S.A. E.S.P.	TULUA	Oct-22**	2022	10	317,040	46,170	59,110	263,030	74,080	26,460	785,890	750,130	300,060	375,070	637,610	750,160	900,160	25
CETSA S.A. E.S.P.	TULUA	Nov-22	2022	11	308,210	47,100	57,390	270,170	72,500	25,590	780,960	745,200	298,090	372,600	633,420	745,200	894,240	25
CETSA S.A. E.S.P.	TULUA	Dic-22	2022	12	307,680	50,310	57,860	271,490	74,650	33,880	795,870	753,170	301,270	376,590	640,190	753,170	903,800	25
CHEC S.A. E.S.P.	CALDAS	Ene-22	2022	1	274,340	43,680	51,900	238,600	81,730	19,720	710,010	654,300	261,720	327,150	556,160	654,300	785,160	25
CHEC S.A. E.S.P.	CALDAS	Feb-22	2022	2	258,850	45,130	50,180	256,350	86,110	22,810	719,430	658,230	263,290	329,110	559,500	658,230	789,880	25
CHEC S.A. E.S.P.	CALDAS	Mar-22	2022	3	303,790	43,110	56,890	267,770	85,650	18,680	775,890	671,390	268,560	335,700	570,690	671,770	805,670	25
CHEC S.A. E.S.P.	CALDAS	Abr-22	2022	4	252,540	40,330	49,270	267,270	89,910	32,280	731,600	676,090	270,440	338,050	574,680	676,090	811,310	25
CHEC S.A. E.S.P.	CALDAS	May-22	2022	5	217,630	40,970	44,920	301,040	90,440	40,450	735,470	680,820	272,330	340,410	578,700	680,830	816,990	25
CHEC S.A. E.S.P.	CALDAS	Jun-22	2022	6	212,950	49,520	45,100	320,410	91,590	52,360	771,940	686,950	274,780	343,480	583,910	686,950	824,340	25
CHEC S.A. E.S.P.	CALDAS	Jul-22	2022	7	208,490	41,910	43,920	328,930	89,250	51,620	764,130	693,140	277,250	346,570	589,170	693,140	831,760	25
CHEC S.A. E.S.P.	CALDAS	Ago-22	2022	8	215,150	52,120	46,650	335,400	91,790	63,820	804,920	710,470	284,190	355,230	603,900	710,470	852,560	25
CHEC S.A. E.S.P.	CALDAS	Sep-22	2022	9	230,590	50,840	49,430	314,850	92,150	42,680	780,570	714,720	287,080	358,850	607,510	714,720	857,670	25
CHEC S.A. E.S.P.	CALDAS	Oct-22	2022	10	273,820	49,810	55,840	303,000	94,070	26,550	803,080	714,730	287,080	358,860	607,520	714,730	857,670	25
CHEC S.A. E.S.P.	CALDAS	Nov-22	2022	11	266,110	47,100	54,170	305,310	91,680	25,980	790,350	707,030	283,990	354,990	600,980	707,030	848,440	25
CHEC S.A. E.S.P.	CALDAS	Dic-22	2022	12	226,968	50,307	48,717	307,606	94,860	32,677	761,135	712,469	286,177	357,722	605,598	712,469	854,962	25
ENEL COLOMBIA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Ene-22	2022	1	284,110	43,680	54,890	205,430	55,920	18,570	662,600	632,530	253,010	316,260	537,650	632,530	759,030	25
ENEL COLOMBIA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Feb-22	2022	2	268,220	45,130	52,800	208,540	56,480	22,200	653,370	642,020	256,810	321,010	545,710	642,020	770,420	25
ENEL COLOMBIA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Mar-22	2022	3	310,300	43,110	59,560	218,320	59,170	19,710	710,160	653,570	261,430	326,790	555,540	653,570	784,290	25
ENEL COLOMBIA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Abr-22	2022	4	251,250	40,330	50,070	227,840	63,790	32,430	665,710	665,340	266,130	332,670	565,540	665,340	798,400	25
ENEL COLOMBIA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	May-22	2022	5	223,890	40,980	46,460	228,160	59,930	39,180	638,590	677,310	270,930	338,660	575,720	677,310	812,770	25
ENEL COLOMBIA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Jun-22	2022	6	216,270	49,520	46,200	234,330	59,540	54,860	660,730	690,860	276,340	345,430	587,230	690,860	829,030	25
ENEL COLOMBIA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Jul-22	2022	7	216,580	41,910	45,620	243,760	61,230	52,830	661,940	704,680	281,870	352,340	598,970	704,680	845,610	25
ENEL COLOMBIA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Ago-22	2022	8	224,120	52,120	48,700	246,370	61,340	61,750	694,390	718,770	287,510	359,380	610,950	718,770	862,520	25
ENEL COLOMBIA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Sep-22	2022	9	236,380	50,840	51,080	247,750	60,540	42,640	698,260	723,080	290,440	363,060	614,610	723,080	867,700	25
ENEL COLOMBIA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Oct-22	2022	10	272,320	46,170	56,340	251,480	62,740	28,480	717,520	723,080	290,450	363,060	614,620	723,080	867,700	25
ENEL COLOMBIA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Nov-22	2022	11	276,350	47,100	56,840	258,430	64,550	24,990	728,240	723,080	290,450	363,060	614,620	723,080	867,700	25
ENEL COLOMBIA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Dic-22	2022	12	251,490	50,310	53,270	241,940	62,280	33,510	692,800	731,040	292,680	365,850	621,380	731,040	877,240	25
DISPAC S.A. E.S.P.	CHOCO	Ene-22	2022	1	270,310	43,680	66,760	171,620	139,210	22,360	713,950	643,050	283,590	355,890	546,590	643,050	771,660	25
DISPAC S.A. E.S.P.	CHOCO	Feb-22	2022	2	260,210	45,130	66,670	178,960	148,400	26,110	725,480	649,480	286,420	357,450	552,060	649,480	779,380	25
DISPAC S.A. E.S.P.	CHOCO	Mar-22	2022	3	279,000	43,110	53,000	180,620	146,360	20,730	722,820	655,970	289,280	363,040	557,570	655,970	787,160	25
DISPAC S.A. E.S.P.	CHOCO	Abr-22	2022	4	268,140	40,330	51,660	175,740	148,680	40,680	725,230	688,770	292,170	366,670	585,450	688,770	826,520	25
DISPAC S.A. E.S.P.	CHOCO	May-22	2022	5	262,140	40,980	51,750	180,630	155,820	44,700	736,020	723,210	295,820	371,240	614,730	723,210	867,850	25
DISPAC S.A. E.S.P.	CHOCO	Jun-22	2022	6	256,830	49,520	51,730	184,020	147,370	65,720	755,190	759,370	303,750	379,690	645,460	759,370	911,240	25
DISPAC S.A. E.S.P.	CHOCO	Jul-22	2022	7	269,850	41,910	52,620	188,820	149,120	55,790	758,120	782,150	312,860	391,080	664,830	782,150	938,580	25
DISPAC S.A. E.S.P.	CHOCO	Ago-22	2022	8	275,370	52,120	54,560	197,560	146,060	73,140	798,810	786,840	314,740	393,420	668,810	786,840	944,210	25
DISPAC S.A. E.S.P.	CHOCO	Sep-22**	2022	9	273,420	50,850	55,210	195,560	156,080	47,170	778,280	791,560	316,620	395,780	672,830	791,560	949,870	25
DISPAC S.A. E.S.P.	CHOCO	Oct-22	2022	10	287,460	46,170	56,050	189,220	152,130	31,830	762,860	776,140	310,460	388,070	659,720	776,140	931,370	25
DISPAC S.A. E.S.P.	CHOCO	Nov-22	2022	11	287,480	47,100	55,440	189,120	155,730	28,810	763,680	776,140	310,460	388,070	659,720	776,140	931,370	25
DISPAC S.A. E.S.P.	CHOCO	Dic-22	2022	12	268,500	50,310	53,280	191,340	156,270	37,880	757,580	782,110	312,840	391,060	664,790	782,110	938,530	25
EBSA S.A. E.S.P.	BOYACA	Ene-22	2022	1	283,260	43,680	60,270	205,430	101,660	24,390	718,690	674,660	270,790	338,490	573,460	674,660	809,600	25
EBSA S.A. E.S.P.	BOYACA	Feb-22	2022	2	265,630	45,130	57,510	208,540	101,440	18,060	696,310	688,160	275,320	344,140	584,930	688,160	825,790	25
EBSA S.A. E.S.P.	BOYACA	Mar-22	2022	3	295,680	43,110	62,850	218,320	101,950	22,050	743,950	701,920	280,770	350,960	596,630	701,920	842,300	25
EBSA S.A. E.S.P.	BOYACA	Abr-22	2022	4	268,850	40,330	57,740	227,840	100,150	43,050	737,920	715,960	286,380	357,980	608,560	715,960	859,150	25
EBSA S.A. E.S.P.	BOYACA	May-22	2022	5	258,420	40,980	56,690	228,160	108,970	30,430	723,650	730,280	292,110	365,140	620,730	730,280	876,330	25
EBSA S.A. E.S.P.	BOYACA	Jun-22	2022	6	278,380	49,520	61,480	234,330	99,120	68,660	791,490	744,880	297,950	372,440	633,150	744,880	893,860	25
EBSA S.A. E.S.P.	BOYACA	Jul-22	2022	7	285,190	41,910	62,010	243,760	109,210	62,810	804,880	759,780	303,910	379,890	645,810	759,780	911,740	25
EBSA S.A. E.S.P.	BOYACA	Ago-22	2022	8	287,670	52,120	64,690	246,370	104,480	50,980	806,300	774,980	309,990	387,490	658,730	774,980	929,970	25
EBSA S.A. E.S.P.	BOYACA	Sep-22	2022	9	286,250	50,840	64,690	247,750	105,890	52,480	807,930	779,620	311,850	389,810	662,680	779,620	935,550	25
EBSA S.A. E.S.P.	BOYACA	Oct-22	2022	10	292,430	46,170	65,150	251,480	107,830	33,620	796,680	768,760	307,500	384,380	653,450	768,760	922,510	25
EBSA S.A. E.S.P.	BOYACA	Nov-22	2022	11	289,800	47,100	64,520	258,430	106,330	20,140	786,310	758,750	303,500	379,380	644,940	758,750	910,510	25
EBSA S.A. E.S.P.	BOYACA	Dic-22	2022	12	277,260	50,310	62,550	241,940	106,420	41,790	780,260	766,870	306,750	383,440	651,840	766,870	920,250	25
EDEQ S.A. E.S.P.	QUINDIO	Ene-22	2022	1	269,710	43,680	51,020	238,600	80,010	19,480	702,510	636,330	254,530	318,170	540,880	636,330	763,600	25
EDEQ S.A. E.S.P.	QUINDIO	Feb-22	2022	2	228,330	45,130	45,290	256,350	81,100	23,200	679,410	642,060	256,820	321,030	545,750	642,060	770,470	25
EDEQ S.A. E.S.P.	QUINDIO	Mar-22	2022	3	306,730	43,110	57,160	267,770	81,820	17,420	774,010	647,840	259,130	323,920	550,660	647,840	777,400	25
EDEQ S.A. E.S.P.	QUINDIO	Abr-22	2022	4	247,380	40,330	48,120	267,270	83,880	34,750	721,730	664,030	265,610	332,020	564,430	664,030	796,840	25
EDEQ S.A. E.S.P.	QUINDIO	May-22	2022	5	222,580	40,980	45,140	301,040	86,920	36,870	733,530	677,310	270,920	338,660	575,720	677,310	812,770	25
EDEQ S.A. E.S.P.	QUINDIO	Jun-22	2022	6	206,540	49,520	43,580	320,410	81,690	54,960	756,690	697,630	279,050	348,820	592,990	697,630	837,160	25
EDEQ S.A. E.S.P.	QUINDIO	Jul-22	2022	7	205,890	41,910	42,890	328,930	87,130	48,340	755,090	725,540	290,210	362,770	616,710	725,540	870,640	25
EDEQ S.A. E.S.P.	QUINDIO	Agos-22	2022	8	207,850	52,120	67,370	335,400	83,840	44,960	791,530	754,560	301,820	377,280	641,370	754,560	905,470	25
EDEQ S.A. E.S.P.	QUINDIO	Sep-22	2022	9	222,990	50,840	47,710	314,850	89,670	39,930	766,010	759,080	303,630	379,540	645,220	759,080	910,900	25
EDEQ S.A. E.S.P.	QUINDIO	Oct-22	2022	10	237,310	46,170	49,300	303,000	83,010	26,400	745,190	738,450	295,380	369,230	627,680	738,450	886,140	25
EDEQ S.A. E.S.P.	QUINDIO	Nov-22	2022	11	269,970	47,100	54,310	305,310	84,870	24,060	785,620	738,450	295,380	369,230	627,680	738,450	886,140	25
EDEQ S.A. E.S.P.	QUINDIO	Dic-22	2022	12	249,940	50,310	51,800	307,610	86,250	35,420	781,320	744,130	297,650	372,070	632,510	744,130	892,960	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Ene-22	2022	1	276,620	43,680	51,740	169,900	77,230	20,990	640,170		256,070	320,090	544,150	640,170	768,210	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Feb-22	2022	2	278,420	45,130	52,340	174,210	78,450	23,210	651,760		260,700	325,880	553,990	651,760	782,110	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Mar-22	2022	3	285,990	43,110	59,000	187,020	77,460	19,770	672,350		268,940	336,180	571,500	672,350	806,820	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Abr-22	2022	4	289,820	40,330	59,420	200,060	81,870	34,710	706,200		282,480	353,100	600,270	706,200	847,440	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	May-22	2022	5	296,260	40,980	62,610	245,350	82,370	42,720	769,290		307,710	384,640	653,890	769,290	923,140	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Jun-22	2022	6	303,040	49,520	63,720	242,180	86,030	53,640	798,130		319,250	399,070	678,410	798,130	957,760	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Jul-22	2022	7	304,400	41,910	63,250	306,580	85,930	57,050	859,130		343,650	429,560	730,260	859,130	1030,950	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Ago-22	2022	8	311,720	52,120	64,350	310,190	94,980	69,970	903,330		361,330	451,660	767,830	903,330	1083,990	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Sep-22	2022	9	310,410	50,840	64,200	306,790	94,410	43,170	869,850	854,540	341,810	427,270	726,360	854,540	1025,450	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Oct-22	2022	10	311,910	46,170	64,020	305,380	90,630	29,510	847,610	832,550	333,020	416,270	707,660	832,550	999,050	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Nov-22	2022	11	317,870	47,100	64,950	299,890	90,780	26,210	846,800	831,760	332,700	415,880	706,990	831,760	998,110	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Dic-22	2022	12	314,510	50,310	65,390	305,130	86,200	36,230	857,760	838,000	335,200	419,000	712,300	838,000	1005,600	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Ene-22	2022	1	275,190	43,680	51,500	169,900	85,420	21,000	646,700	651,030	260,410	325,510	553,370	651,030	781,240	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Feb-22	2022	2	258,140	45,130	49,080	174,210	91,460	23,280	641,300	688,350	275,340	344,170	585,090	688,350	826,020	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Mar-22	2022	3	269,050	43,110	50,470	187,020	89,840	20,520	660,000		264,000	330,000	561,000	660,000	792,000	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Abr-22	2022	4	274,760	40,330	51,530	200,060	97,480	34,840	699,000		279,600	349,500	594,150	699,000	838,800	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	May-22	2022	5	283,020	40,980	53,800	245,350	100,460	43,000	766,600		306,640	383,300	651,610	766,600	919,920	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Jun-22	2022	6	290,990	49,520	55,960	242,180	99,920	55,230	793,800		317,520	396,900	674,730	793,800	952,560	25
